episode-act,percentMaleProducers,totalProducerCount,percentMaleSubjectDialogue,maleSubjectWordCount,totalSubjectWordCount,episode,act,title,contributors,description
346.01,100.0,1.0,28.1615302869,265.0,941.0,346,0.01,Act One. Plot Without A Story.,Eric Klinenberg,"
Mary Ann was an elderly woman living by herself in Los Angeles County. She
wasn't married, didn't have children, wasn't in touch with any of her
family. When she became sick and went to the hospital, the only contact she
had was Sue, the woman who delivered her prescriptions from the pharmacy.
Then, Mary Ann died. There was a body to be buried, a house full of stuff to
get rid of—but no family or friends to deal with it all. Luckily, there
was Emily, an investigator for the Los Angeles Public Administrator's
Office. It's her job to take care of the remains of lives like Mary Ann's.
Eric Klinenberg reports the story. He's a sociologist, whose most recent
book is Going Solo: The Extraordinary Rise and Surprising Appeal of Living Alone. (15 minutes) Housing Eric Klinenberg
 
Song:
""Tenuous Gears"", Micalavera
 
"
489.01,100.0,1.0,27.9212792128,227.0,813.0,489,0.01,Act One. Grandmas.,,"A surprising number of coincidences involve grandmothers — that’s one of the things we learned doing this show. One grandma has so many coincidences happen to her, it drives her granddaughter, 16-year-old Juliana Bontrager, to try to beat her at her own coincidence game. And we also hear from Blake Oliver about a very strange appearance his grandma once made. You can hear more from Blake Oliver in an interview on The Story. (9 minutes)Family "
361.04,100.0,1.0,27.8106508876,47.0,169.0,361,0.04,Act Four. Hollywood-induced Nightmare. ,Seth Lind,"
This American Life production manager Seth Lind explains how he ended up watching Stanley Kubrick's The Shining when he was six years old, and how it led to two years where every night he had trouble falling asleep and nightmares. Seth is a member of the improv comedy group Thank You, Robot and hosts a live storytelling show in New York called Told. (7 minutes) Childhood • Education • Film/Film Making Seth Lind
 
Song:
""Sleepwalker"", Brother Ali 
 
"
172.02,50.0,2.0,27.7064823955,1684.0,6078.0,172,0.02,Act Two. Night.,"Wendy Dorr, Ira Glass","
In this act we hear from the rowdier, drunker late-night patrons of the Golden Apple. A guy walks in with two young women, hoping to go home with one of them. A woman explains the difference between earthly time and other kinds of time. Two teenaged girls, best friends, spend four hours trying to meet a guy named Jeff at the diner. Two cops talk about TV, what they do on their breaks, and how sometimes it's okay to drive around all night on their beat doing nothing. (26 minutes)Alcohol • Food/Drinks/Cooking • Friendship • Jobs/Employment • Teenagers Wendy Dorr
Ira Glass
 "
532.01,100.0,1.0,27.4324324324,203.0,740.0,532,0.01,Act One. I Believe I Can Fly.,Jonathan Goldstein,"When Jonathan Goldstein was 11, his father gave him a book called Ultra-Psychonics: How to Work Miracles with the Limitless Power of Psycho-Atomic Energy. The book was like a grab bag of every occult, para-psychology, and self-help book popular at the time. It promised to teach you how to get rich, control other people's minds, and levitate. Jonathan found the book in his apartment recently and decided to look into the magical claims the book made.
"
536.02,100.0,1.0,26.9489894129,280.0,1039.0,536,0.02,Act Two.,Brian Reed,"We hear what the New York Fed and Goldman Sachs say about all this. We hear a New York Fed supervisor tell Carmen Segarra how an examiner should talk and act to be successful at the Fed. And we hear what happens to Carmen when she does exactly what David Beim's confidential report told the Fed it needed to encourage its examiners to do in order to spot the next financial crisis.
"
352.01,100.0,1.0,26.9005847953,414.0,1539.0,352,0.01,Act One. Part One.,,"
Reporter Tal McThenia tells the first half of Margaret's story. Everyone in her family knew the legend. Her grandfather went missing in a swamp in Louisiana, and was found 8 months later in Mississippi, in the hands of a wandering handyman named William Walters. But then another woman came forward and claimed the boy as hers. There was a big trial, and the boy was awarded to the Dunbars.In 1999, Margaret's father gave her a scrapbook full of newspaper clippings from the period. A lot of the clippings didn't match up exactly with her family's legend. So Margaret went on a quest to learn as much as she could, to small town libraries and archives all through the south, and eventually, to the living children of the ""other mother,"" a woman named Julia Anderson. Her family had their own legend about the kidnapping. But in the Anderson version, Julia's son Bruce was the boy who was kidnapped, and it was Margaret's family, the Dunbars, who kidnapped him. (23 minutes) Crime • Family • History "
136.03,0.0,1.0,26.892252894,302.0,1123.0,136,0.03,"Act Three. Snatch The Pebble From My Hand, Grasshopper, And Then You Can Leave.",Nicole Graev,"
Nicole Graev, an assistant to the editor at a publishing house, needs to know if her job as an assistant is actually an educational career step or a waste of time. The things she's been doing as an assistant—answering phones, faxing—is entirely different than the skills she needs for the job she really wants: her boss's. She talks to several people who've held the job before her to see if they can help her figure out where she is on the map of her life. (16 minutes) Jobs/Employment • Literature Nicole Graev
 "
185.02,100.0,1.0,26.5146970606,442.0,1667.0,185,0.02,"Act Two. ""thou Shalt Worship No Other Trousers Before Me.""",Ira Glass,"
If you're in thrall to a pair of pants, is that such a bad thing? Ira talks to Kate—who invested her hopes and dreams in a pair of favorite trousers—and her husband Joel, who thought she was nuts. (12 minutes) Funny Ira Glass
 "
511.03,100.0,1.0,26.4102564103,206.0,780.0,511,0.03,Act Three. Health. ,,"
Deborah Lott comes from a family that obsesses over health. And when they all get together for
dinner, their banter goes on overdrive. She recorded their last dinner party, and assures producer Brian Reed that this is a typical dinner for them.
Deborah recently completed a memoir, Tell Me I’m Still Breathing: A Memoir of an Anxious
Childhood. You can find more of her work at her website.
(10 minutes)Family • Health Care/Medicine "
137.04,0.0,1.0,26.3823064771,167.0,633.0,137,0.04,Act Four. Little Sod Houses For You And Me.,Meghan Daum,"
Writer Meghan Daum goes to DeSmet, South Dakota, where Laura Ingalls Wilder lived and where many of the books she wrote in the Little House on the Prairie series are set. It turns out to be remarkably similar to what Meghan had pictured before she went: The people seem like they are genuinely trying to hold on to the values Laura Ingalls Wilder writes about in her books. (15 minutes) Two of the Little House books set in DeSmet are By the Shores of Silver Lake, and Little Town on the Prairie. Literature • Theater • Travel Meghan Daum
 "
347.02,0.0,1.0,26.3199369582,334.0,1269.0,347,0.02,"Act Two. Part Of Me, Why Not Take Part Of Me?",Sarah Koenig,"
Chaya Lipschutz, an Orthodox Jewish woman from Brooklyn, donated her
kidney to a stranger. After that, she decided to spend all her time trying
to match up potential donors with kidney patients. It's incredibly hard to
make a match, and for a year, she had no success. Then, she gets her first
break: Her brother's going to donate. For Chaya, a single, middle-aged
woman who was supposed to get married decades ago like everyone else in
her community, being a kidney matchmaker has become an obsession. She
needs this surgery to succeed. Reporter Mary Robertson and This American
Life Producer Sarah Koenig recorded Chaya and her brother as the
transplant date approached. (19 minutes) Activism • Health Care/Medicine Sarah Koenig
 
Song:
""Stranger in Love"", John Holt
 
"
297.02,100.0,1.0,26.2260127932,123.0,469.0,297,0.02,Act Two. No Place Like Dome.,Ira Glass,"
Host Ira Glass talks to evacuees about what it's like to live on a cot in the Astrodome and the Reliant convention center next door. The lights never go out, and the p.a. runs announcements all day. But there are some upsides. (7 minutes) Homelessness • Housing • Natural Disasters Ira Glass
 "
225.04,0.0,1.0,26.2195121951,43.0,164.0,225,0.04,Act Four. The Cinema Of Upward Mobility.,Susan Burton,"
Home movies usually don't have much of a plot—one of the many ways they differ from Hollywood movies. But reporter Susan Burton has a lifetime of home movies, which together describe a very Hollywood plot, about how she remade herself from a friendless nerd into a popular girl. (12 minutes)Childhood • Film/Film Making Susan Burton
 
Song:
""New Life"", Depeche Mode
 
"
94.03,100.0,1.0,26.1121856867,135.0,517.0,94,0.03,Act Three. How To Increase Your Value As A Person.,Adam Davidson,"
In which we tackle the biggest possible how-to we could think of: how to make your life worth more. And we get answers — real, practical answers — from the people whose job it is to think about this issue: insurance adjusters. Adam Davidson reports. (12 minutes)Business • Health Care/Medicine • Jobs/Employment Adam Davidson
 "
311.04,100.0,1.0,25.8780036969,140.0,541.0,311,0.04,Act Four. Squashing The Creative Spirit.,Andy Raskin,"
In San Francisco, Andy Raskin tells a story about the spirit of invention, and the forces that want to stop it...at the dinner table. (8 minutes) Food/Drinks/Cooking Andy Raskin
 "
109.06,0.0,1.0,25.7826887661,280.0,1086.0,109,0.06,Act Six. Color Days.,Julie Snyder,"
This American Life producer Julie Snyder reports on a three-day competition called ""Color Days."" It's most kids' favorite time at camp — despite the fact that the girls, at least, spend most of the three days crying and screaming. It's thrilling to be part of a team at this level of intensity. (18 minutes)Children • Friendship Julie Snyder
 "
297.03,0.0,1.0,25.5889520715,315.0,1231.0,297,0.03,Act Three. Land Grab.,Lisa Pollak,"
As a half-dozen families—including a pregnant woman having contractions and another with a four-week-old baby—are driven around Houston looking for housing, they confront potential neighbors who they believe don't want them...and neighbors they themselves don't want. This American Life producer Lisa Pollak reports. (20 minutes)Homelessness • Housing • Natural Disasters Lisa Pollak
 
Song:
""Promised Land"", Chuck Berry
 
"
44.02,100.0,1.0,25.2873563218,418.0,1653.0,44,0.02,Act Five Preview. Chickenman.,Dick Orkin,"
Chickenman was a short daily radio show airing from 1966 to 1969, and it was incredibly popular. It started locally on WCFL in Chicago, then proceeded to spread to over 1,500 radio stations. It has been translated into German, into Dutch, into Swedish. It is still on the air even today in several dozen markets, making it one of the longest running radio features anywhere. (8 minutes)Radio Dick Orkin
 "
545.02,100.0,1.0,25.2380952381,53.0,210.0,545,0.02,Act Two. Freedom Fries. ,Ira Glass,"
Recently, This American Life has been getting a lot of hate mail about the young women on our staff — listeners complain about their ""vocal fry."" Ira investigates the phenomenon.
(8 1/2 minutes) Ira Glass
 "
291.01,0.0,1.0,25.1997541487,410.0,1627.0,291,0.01,Act One. Not Your Parents' Parent Trap.,Nazanin Rafsanjani,"
The story of an Iranian couple who were unhappily married for 27 years. He had a temper. She never really loved him. So they split up, got divorced. And then, two years after that, to everybody's surprise—especially their grown-up children—they fell in love and married each other again. And this time, everything was different. One of their daughters, Nazanin Rafsanjani, tells the story. (26 minutes) Family • Marriage • Relationships Nazanin Rafsanjani
 "
572.01,100.0,1.0,25.0859106529,219.0,873.0,572,0.01,Act One. Optimus ... Way Past Her Prime.,Anthony DeVito,"
Anthony DeVito recently observed his grandmother go through a metamorphosis no one in the family ever imagined they'd see. (17 1/2 minutes)Family Anthony DeVito
 
Song:
""Love Really Changed Me"", Spooky Tooth
 
"
602.06,100.0,1.0,24.7557003257,76.0,307.0,602,0.06,Act Six. Times Square,Ira Glass,"
Ira talks to a Muslim woman who tweeted on election night that she was worried she would no longer feel safe wearing a hijab. (4 minutes) Elections • Politics Ira Glass
 "
352.02,100.0,1.0,24.6090156394,535.0,2174.0,352,0.02,Act Two. Part Two.,,"Tal McThenia's story continues. Margaret meets the living relatives of the kidnapper, William Walters, discovers a long lost court file with lots of answers, and finally arrives at an incontrovertible truth, which, depending on your point of view, is either very troubling, or the answer to your prayers. (32 minutes) "
488.05,100.0,1.0,24.5833333333,59.0,240.0,488,0.05,Act Five. Reverse Turnaround Backflip.,Ben Calhoun,"
Late in the semester, Principal Sanders takes a look at her budget. It doesn't look good. She talks with Ben Calhoun about what is going to change — and who won't be at Harper — next year. (7 minutes)Education • Teenagers Ben Calhoun
 "
243.02,0.0,1.0,24.0146654445,262.0,1091.0,243,0.02,"Act Two. Scrapbook, The Verb.",Kimberly Meyer,"
A Houston woman tries to document every day of her four-year-old daughter's life...in preparation for a day far away. Produced by Julie Checkoway and Kimberly Meyer of Story Rodeo. (13 minutes) Family • Mothers Kimberly Meyer
 "
318.01,100.0,1.0,24.010731053,358.0,1491.0,318,0.01,Act One. Objects In Side View Mirror Are Truer Than They Appear.,Alex Kotlowitz,"
Alex Kotlowitz reports on a woman with the power to change two people's lives...and at the height of her power, she doesn't even know she has it. Alex is the author of Never a City So Real and other books. (25 minutes) Crime • Criminal Justice • Fathers • Heroism • Murder Alex Kotlowitz
 "
479.02,100.0,1.0,23.9427456083,368.0,1537.0,479,0.02,Act Two.,,"John continues the story of the Dakota War of 1862, and how it resulted in the expulsion of the Dakota people from the state of Minnesota. Then John goes back to his hometown to see how this history is being taught today. He speaks with historian Mary Wingerd, author of North
Country: The Making of Minnesota, about why so many people — including both of them — grew up in Minnesota and heard so little about the war. And he witnesses Dakota people, on the 150th anniversary of the war, crossing the state line and returning to Minnesota. (26 minutes)"
435.02,0.0,1.0,23.4472049689,151.0,644.0,435,0.02,Act Two. This Story Might Be Recorded for Training and Quality Assurance.,Lisa Pollak,"
In this terrible economy, we wanted to hear the sound of someone actually getting a job, and producer Lisa Pollak recorded it in the Holland Michigan office of Novo 1. On Tuesday of this week, Deborah Ozga was interviewing applicants for 15 new call center jobs. (7 minutes)Business • Jobs/Employment Lisa Pollak
 "
481.04,100.0,1.0,23.3333333333,35.0,150.0,481,0.04,"Act Four. New Orleans, LA.",,"
A group called NO/AIDS heads into bars to offer free HIV testing for
high-risk people. Writer Nathaniel Rich tells the story of one man's test.
Nathaniel is the author of the forthcoming book Odds Against Tomorrow.
(6 minutes)Health Care/Medicine 
Song:
""Erase"", The Chainsmokers
 
"
162.01,0.0,1.0,23.2980332829,308.0,1322.0,162,0.01,Act One. Sleeping In Mommy And Daddy's Room.,Susan Burton,"
This is a story of people wanting to change and not wanting to change at all. A Minnesota family builds the same 1970s-era suburban house three times, and moves it once, just so they don't have to live in a house that's different than the house that contains all their memories. Susan Burton reports. (22 minutes)Family • Housing Susan Burton
 
Song:
""You'd Be So Nice to Come Home To"", The Al Cohn and Zoot Sims Quintet 
 
"
215.01,0.0,1.0,23.2383808096,620.0,2668.0,215,0.01,Act One. An Epidemic Created By Doctors.,Alix Spiegel,"
Alix Spiegel reports on the ""Recovered Memory"" movement. In the early 1990s people across America turned to experts in psychology for help...and many people were told that the source of their problems could be traced to traumatic events they could not even remember, to memories that had to be recovered through special techniques. In the last ten years, this whole approach to psychology has fallen out of favor. So what happened that so many experts came to believe in a treatment that turned out to make many of their patients worse, not better...and what happened when the patients and therapists figured all this out? (37 minutes) Health Care/Medicine Alix Spiegel
 "
194.05,100.0,1.0,23.124042879,151.0,653.0,194,0.05,"Act Five. U.s.a., Me-s.a.",Ira Glass,"
Ira talks with Chicago Public Radio reporter Shirley Jahad about white Chicagoans and Arab-American Chicagoans facing off, each side waving American flags and shouting ""U.S.A.""...and how each means very different things when they do it. (6 minutes) 9/11 • Chicago • Government • Politics Ira Glass
 "
265.01,100.0,1.0,22.3549488055,262.0,1172.0,265,0.01,Act One. Spook Science.,Jake Warga,"
Jake Warga heads out with AGHOST, a Seattle group that's using whatever scientific principles they can find to hunt for ghosts. Jake's story got support from Hearing Voices and the Corporation for Public Broadcasting, and editorial advice from Barrett Golding. (17 minutes) Science Jake Warga
 
Song:
""Faded from the Winter"", Iron & Wine 
 
"
420.03,100.0,1.0,21.8455743879,232.0,1062.0,420,0.03,Act Three. Witness for the Poo-secution.,Ira Glass,"
Ira Glass tells the story of how science is being used to fight the ultimate neighborhood plague: Dog poop. (14 minutes) Animals • Neighbors/Neighborhoods • Science Ira Glass
 "
94.01,75.0,4.0,21.7879417879,1048.0,4810.0,94,0.01,Act One. Roadrunner.,"Ira Glass, Sarah Vowell, Tom and Ray Maggliozi","
Ira teaches Sarah Vowell how to drive with some advice from Tom and Ray Maggliozi, the hosts of NPR's Car Talk. It turns out that although we think of how-to's as the most rational thing in the world — follow the simple instructions and you'll learn — in real life, they're anything but simple. (26 minutes)Automobiles • Funny Ira Glass
Sarah Vowell
Tom and Ray Maggliozi
 
Song:
""Roadrunner"", The Modern Lovers 
 
"
368.01,100.0,1.0,21.6077953715,887.0,4105.0,368,0.01,Act One. Hard Times.,Studs Terkel,"
Studs Terkel, the Chicago reporter who recorded oral histories of ordinary Americans, died last week. We assembled a collection of his work from his Hard Times radio series, in which people talk about their experiences during the Depression—how everyone simultaneously became poor, regardless of their class. (32 minutes) You can listen to more of Studs Terkel's work here.Economics • History Studs Terkel
 "
526.02,0.0,1.0,21.0341805434,240.0,1141.0,526,0.02,Act Two. One Life To Live.,Miki Meek,"
Producer Miki Meek spent a week with a family in the midst of a difficult situation. A woman who
got in a car accident and then was in a coma for 52 days, woke up having forgotten the last two
years of her life — during which she'd divorced her husband. Once her family members reminded her that she was divorced, all she wanted was to get back together with her ex-husband, even though he, their kids, and everyone else in the family, weren't sure it was a good idea. They want to tell her who she was before the accident, and all the reasons why she divorced her husband in the first place, but she also has to figure out for herself who she is now.
(14 minutes)Breakup • Divorce • Family • Marriage • Relationships Miki Meek
 "
183.01,0.0,1.0,20.8791208791,266.0,1274.0,183,0.01,Case One. Better Left To The Imagination.,Alix Spiegel,"
Most sperm banks provide all sorts of information about their donors: Education level, medical background. They even have videotaped interviews and recorded answers to essay questions. But not all clients take advantage of this information. In fact, lots of women choose to avoid it.Reporter Alix Spiegel talks with single women who are planning to get pregnant with the help of a sperm bank and finds that they all wrestle with the question of how much they want to know about the fathers of their kids—and how much they want their kids to know. (20 minutes) Alix's story was produced in part with a grant from the Corporation for Public Broadcasting. Recorded at Chicago's Audi Home Juvenile Detention Facility, the song was part of a show put on by Chicago's Music Theatre Workshop. Health Care/Medicine • Parenting Alix Spiegel
 
Song:
""Life Without a Father"", Travolta W., Kevin G., and Keith L
 
"
340.02,0.0,1.0,20.8428246014,183.0,878.0,340,0.02,Act Two. Vox Diaboli.,Nancy Updike,"
Sometimes the inner voice telling us to do the wrong thing actually sounds like a voice. TAL producer Nancy Updike talks to people about the voices in their heads that persuade them to go astray. (6 minutes) Mental Health Nancy Updike
 
Song:
""Lexicon Devil"", The Germs
 
"
564.02,0.0,1.0,20.814479638,46.0,221.0,564,0.02,Act Two. Pink Slip.,Zoe Chace,"One of the show's producers, Zoe Chace, tells Ira about a joke she made pretty soon after
something terrible had happened."
113.03,100.0,1.0,20.7105719237,239.0,1154.0,113,0.03,Act Three. Money Is Good.,Ira Glass,"
How one woman learned to stop worrying and start spending. Liz Gilbert and her husband Michael Cooper explain how their different ideas about handling money always divided them—until they stumbled into a $10,000 windfall. (8 minutes)Economics • Family • Marriage • Personal Finance • Relationships Ira Glass
 
Song:
""Diamonds and Pearls"", Prince
 
"
307.02,0.0,1.0,20.4938271605,83.0,405.0,307,0.02,Act Two. The Thin Gray Line.,Cheryl Wagner,"
In New Orleans now, visitors to that city are taking a new bus tour called ""HURRICANE KATRINA: AMERICA'S GREATEST CATASTROPHE,"" put on by the Gray Line bus company. (The tour is also sometimes called ""Hurricane Katrina: America's Worst Catastrophe."") It's designed for out-of-towners, but we asked a local to take the tour and give us their impressions. Cheryl Wagner agreed. (16 minutes)Natural Disasters • Travel Cheryl Wagner
 
Song:
""Chocolate City"", Roger Troutman
 
"
43.02,100.0,1.0,20.3499675956,314.0,1543.0,43,0.02,Act Two. The Undiscovered Country.,Ira Glass,"
Found tape of a conversation about bringing back the dead. (11 minutes)Paranormal Ira Glass
 "
229.03,0.0,1.0,20.0345423143,232.0,1158.0,229,0.03,Act Three. Secret Wiretaps From A Secret Court.,Blue Chevigny,"
For over two decades, there's been a secret court in the United States called the FISA court (short for Foreign Intelligence Surveillance Act). Its job is to authorize wiretaps on possible foreign spies and foreign agents. In 24 years, it has never turned down a government request for a wiretap, as best as any outsider can tell—until this year. This past summer the court issued an opinion that said Attorney General John Ashcroft and the Justice Department were going way too far in their zeal for wiretaps. It cited 75 cases in which the Justice Department tried to sneak around rules to protect Americans from surveillance. Blue Chevigny reports on attempts to loosen up the rules on who the government spies on here in the U.S., and on this first-ever glimpse inside this secret court. (15 minutes) 9/11 • Criminal Justice • Government Blue Chevigny
 "
514.02,0.0,1.0,20.0,90.0,450.0,514,0.02,Act Two. It's Your Junk In a Box.,Starlee Kine,"
Starlee Kine tells the story of hundreds of boxes left behind by the late Andy Warhol. The boxes, an art project he titled ""Time Capsules,"" includes hundreds of thousands of objects from all parts of his life. It's taken museum staff at the Warhol Museum in Pittsburgh decades to sort it all out, and try to make sense of what's included. (11 minutes) Starlee Kine
 
Song:
""Junk"", Brainpool
 
"
105.01,100.0,2.0,19.8526560682,1024.0,5158.0,105,0.01,Act One. Interracial Marriage.,"Ira Glass, Rich Robinson","
Rich Robinson's father is black, his mother is white. They married during the civil rights movement, believing the whole nation was moving toward greater and greater integration. After having three children, they divorced. Rich's mom went back to her segregated white world. His dad returned to his segregated black world. In this story, Rich sets out to discover the role that race played in their divorce and the role it played in their initial attraction. It's something he'd never discussed with them before. And he wants something more personal: advice on whether they think he should marry white or black. (32 minutes)Divorce • Family • Marriage • Race • Relationships Ira Glass
Rich Robinson
 
Song:
""Don't Be Afraid of Love"", Otis Redding
 
"
227.04,100.0,1.0,19.5372750643,76.0,389.0,227,0.04,Act Four. Who Cares?,Gabe Hudson,"
While we all may have nagging fears about the war against terror or the war against Iraq, we all have a lot of other things on our minds. We hear 19 eighth-graders' letters to the President, as collected by their teacher, Britt Honeycutt, in rural North Carolina. They come from a website where people post letters to the President for the world to see. Hudson is the author of a book of short stories called Dear Mr. President. 9/11 • Government • Teenagers Gabe Hudson
 "
264.03,0.0,1.0,19.512195122,8.0,41.0,264,0.03,Act Three. Mommie's Psychic Helper.,Aimee Phan,"
When Aimee Phan and her brother were babies, her mother had horoscopes predicting their futures made and put on tape. The tapes were in Vietnamese, which Aimee and her brother didn't understand. The mother treated them differently based on what she said was in the tapes. We get them translated and reveal the truth of what was on the tapes. Aimee Phan is the author of the forthcoming book of short stories called We Should Never Meet. (12 minutes) Mothers • siblings Aimee Phan
 "
52.02,100.0,1.0,19.3109700816,213.0,1103.0,52,0.02,Act Two. Guided By Voices.,Ira Glass,"
Dr Patricia Deegan hears voices in her head. She's a psychologist and she believes that the only way mental health workers can really understand what their patients go through is if they hear voices themselves. So she and a few other voice-hearers put together a tape for mental health workers. It's a simulation of what the voices say and how they sound. She says that she and others actually hear the voices, as if they are voices in the room. Dr Deegan's organization is the National Empowerment Center. (10 minutes)Mental Health Ira Glass
 
Song:
""Seether"", Veruca Salt 
 
"
135.03,0.0,1.0,19.1145833333,367.0,1920.0,135,0.03,Act Three. Grandma Takes A Fall.,Jeanne Finley,"
No one knows how much theft is committed each year by senior citizens. One study found that seniors comprise 15 percent of people apprehended for shoplifting. Seniors of course, tend to be poorer than other Americans, but counselors who work with senior shoplifters say that many of them aren't stealing out of need. About half of senior shoplifters have stolen all their lives. Documentary filmmaker Jeanne C. Finley talks with an elderly shoplifter to find out why. (15 minutes) Crime Jeanne Finley
 "
370.01,0.0,1.0,18.3371298405,322.0,1756.0,370,0.01,Act One. Shots In The Dark.,Susan Burton,"
Measles cases are higher in the U.S. than they've been in a decade, mostly because more and more nervous parents are refusing to vaccinate their kids. Contributing Editor Susan Burton tells the story of what happened recently in San Diego, when an unvaccinated 7-year-old boy returned home from a trip to Switzerland, bringing with him the measles. By the end of the ordeal, 11 other children caught the disease, and more than 60 kids had to be quarantined. (22 minutes)Health Care/Medicine • Parenting Susan Burton
 
Song:
""Girl, You Have No Faith in Medicine"", The White Stripes 
 
"
366.01,0.0,1.0,18.2495344507,196.0,1074.0,366,0.01,Act One. Mother Of Invention.,Karen Sosnoski,"
Karen Sosnoski's one-year-old son, Anton, was born with what's known as Mosaic Down Syndrome, a rare condition where some of his cells have the extra chromosome that causes Down syndrome and other cells don't. So as he grows, he could end up having all the health risks and challenges of Down syndrome...or just a few of them. Through a website, Karen found a kid with the same diagnosis, named Tim Colvin, who was doing really well...perhaps because his mother, Kristy, invented a surprising and unusual way to raise her son. When some people hear about what Kristy did, they're shocked. Karen went to talk to Kristy and Tim about how Tim was raised. (14 minutes) Children • Education • Mental Health Karen Sosnoski
 
Song:
""I Know Who I Am"", Bunny Rugs
 
"
48.02,100.0,1.0,18.2225541449,244.0,1339.0,48,0.02,Act Two. Juvenile Justice.,Scott Carrier,"
Scott Carrier visits a courtroom where teenagers are tried and convicted by their teenage peers in Tucson, Arizona. (18 minutes)Crime • Criminal Justice • Legal System • Teenagers Scott Carrier
 "
82.01,100.0,1.0,18.1691125087,260.0,1431.0,82,0.01,Act One.,Ira Glass,"
Ira with Lynnette Nyman, who, as a girl, recorded her parents fighting with a cassette recorder she got for Christmas. (15 minutes)Childhood • Family Ira Glass
 "
512.01,0.0,1.0,17.9188255613,415.0,2316.0,512,0.01,Act One. Rental Gymnastics.,Nancy Updike,"
Reporter Nancy Updike talks to a group of New York City residents about their frustrating attempts to rent an apartment. With hidden microphones, we hear landlords and supers tell the apartment hunters that there's nothing available. But that's not necessarily true. Forty-five years after the passage of the Fair Housing Act in 1968, ProPublica reporter Nikole Hannah-Jones talks to Nancy about the history of racial housing discrimination in the United States and what has been done — and hasn't been done — to rectify it. (31 minutes)Legal System • Race Nancy Updike
 "
311.01,0.0,1.0,17.8095238095,187.0,1050.0,311,0.01,Act One. Mother Of Invention.,Karen Sosnoski,"
Karen Sosnoski's one-year-old son, Anton, was born with what's known as Mosaic Down Syndrome, a rare condition where some of his cells have the extra chromosome that causes Down syndrome and other cells don't. So as he grows, he could end up having all the health risks and challenges of Downs syndrome...or just a few of them. Through a website, Karen found a kid with the same diagnosis, named Tim Colvin, who was doing really well...perhaps because his mother, Kristy, invented a surprising and unusual way to raise her son. When some people hear about what Kristy did, they're shocked. Karen went to talk to Kristy and Tim about how Tim was raised. (13 minutes) Children • Education • Health Care/Medicine • Mothers Karen Sosnoski
 
Song:
""I Know Who I Am"", Bunny Rugs
 
"
219.02,0.0,1.0,17.2478206725,277.0,1606.0,219,0.02,"Act Two. Cowboys And Indians, Part 2.",Susan Burton,"
Susan Burton's story continues. She investigates the effect the high-speed chase had in the town where it happened—Miller, South Dakota, one of the top ten most racially homogeneous places in the country. For most people in the town, the event was embarrassing and horrifying, but they were quick to excuse the boys, and they didn't understand why Native Americans might see it as anything other than an isolated incident. (22 minutes) Automobiles • Crime • Race • Teenagers Susan Burton
 "
397.02,100.0,1.0,17.1974522293,54.0,314.0,397,0.02,Act Two. Lewis Time.,Ira Glass,"
Ira with teachers Shraddha Subramaniam and Samantha Cato, and their 2010 predictions for their sixth grade students at Intermediate School 303 in the Bronx, especially a student named Lewis de la Cruz. (5 minutes) Children • Education Ira Glass
 "
275.02,100.0,1.0,16.9857433809,417.0,2455.0,275,0.02,Act Two. 2004.,Ira Glass,"
We continue with the story of Irving Elementary, and hear what's happened to make Cathy La Luz think about quitting. In just nine months, the reforms that had made the school a model began to unravel. Well-meaning directives from the central school board undermined what the school was trying to do. And the new principal didn't quite understand why the teachers were balking at seemingly small things like writing up lesson plans. The climate in the school changes. The principal is oblivious. The head of the Chicago schools, Arne Duncan, says he'll look into the problems. Cathy's skeptical. (28 minutes)© Copyright NPR® 1994, 1995. The news reports by Ira Glass were originally broadcast on National Public Radio's All Things Considered® on December 21, 1994, March 17, 1995, May 17th, 1995, and April 14, 1995, respectively, and are used with the permission of National Public Radio, Inc. Any unauthorized duplication is strictly prohibited. Chicago • Education • Jobs/Employment Ira Glass
 "
262.01,100.0,1.0,16.5675446049,195.0,1177.0,262,0.01,Act One. Changing The Channeler.,Davy Rothbart,"
This American Life contributor Davy Rothbart goes to Brazil with his deaf mother to try and get her hearing back from a miracle healer called Joao de Deus, or John of God. They had trouble agreeing whether the things they witnessed down there were miracles or not. Davy Rothbart is behind the compendium of things lost and discarded: Found. (37 minutes) Health Care/Medicine • Religion • Travel Davy Rothbart
 
Song:
""Amazing Grace"", Destiny's Child (featuring Missy Elliot) 
 
"
485.01,0.0,1.0,15.8197507191,165.0,1043.0,485,0.01,Act One. Petticoats in a Twist.,Sarah Koenig,"
Producer Sarah Koenig talks with historian Nancy Tomes about a presidential scandal known as The Petticoat Affair. It involved Andrew Jackson and the honor of a woman who he didn't sleep with. A woman who reminded him of his deceased wife. (19 minutes)Politics Sarah Koenig
 
Song:
""Peggy O'Neil"", Tony Williams
 
"
449.01,100.0,1.0,15.1351351351,84.0,555.0,449,0.01,Act One. Life in the Middle Ages.,Ira Glass,"
In an effort to understand the physical and emotional changes middle school kids experience, Ira speaks with reporter Linda Perlstein, who wrote a book called Not Much Just Chillin' about a year she spent following five middle schoolers. Then we hear from producer Alex Blumberg, who was a middle school teacher in Chicago for four years before getting into radio. Alex's takeaway? We shouldn't even try teaching kids at this age. Marion Strok, principal of a successful Chicago school, disagrees.
(6 1/2 minutes)Education • Teenagers Ira Glass
 "
