episode-act,tags
193.0,Crime
193.0,Death
193.0,Fathers
193.0,Murder
193.0,Sports
147.01,Religion
147.01,Teenagers
147.01,Travel
548.02,Police
548.02,Race
191.0,Automobiles
191.0,Travel
548.01,Police
548.01,Race
228.0,Love
228.0,Television
325.01,Drugs
325.01,Housing
325.02,Drugs
325.02,Education
325.02,Housing
325.02,Natural Disasters
325.02,Sexuality
325.03,Government
325.03,Politics
283.03,Death
283.03,History
283.03,Writing
283.02,History
283.02,Housing
283.01,Mothers
283.01,Television
199.02,Childhood
199.02,Family
199.02,History
199.02,Housing
227.01,9/11
227.01,Government
227.01,Iraq
227.03,9/11
227.03,Iraq
227.03,War
227.02,Iraq
227.04,9/11
227.04,Government
227.04,Teenagers
225.02,Childhood
225.02,Film/Film Making
225.01,Family
225.01,Film/Film Making
225.05,Family
225.05,Film/Film Making
225.04,Childhood
225.04,Film/Film Making
452.02,Animals
452.01,Animals
452.01,Criminal Justice
135.03,Crime
135.02,Crime
135.02,Criminal Justice
135.01,Crime
135.01,Jobs/Employment
135.01,Religion
338.0,Teenagers
338.0,Television
180.0,Childhood
180.0,Education
349.0,History
349.0,Literature
349.0,Love
116.04,Animals
116.04,Childhood
116.04,Politics
182.0,Children
182.0,Funny
182.0,Jobs/Employment
479.01,History
479.02,History
336.0,Activism
336.0,Heroism
336.0,Legal System
28.01,Childhood
28.01,Crime
28.01,Family
28.01,Mothers
28.01,Siblings
28.02,Chicago
28.02,Jobs/Employment
334.0,Legal System
184.0,Business
184.0,Legal System
350.03,Animals
350.03,Housing
281.01,Live Performance
281.01,Television
281.03,Children
281.03,Religion
281.03,Writing
281.02,Iraq
529.0,Mental Health
180.03,Childhood
180.03,Jobs/Employment
180.03,Siblings
226.02,Marriage
226.02,Relationships
226.03,Race
226.01,Film/Film Making
226.01,Television
477.02,Children
477.02,Travel
477.03,Economics
477.03,Education
477.01,Childhood
477.01,Family
451.02,College
451.02,Sports
451.01,College
451.01,Crime
451.01,Sports
428.0,Funny
428.0,Telephone
322.0,Legal System
322.0,Religion
258.0,Military
258.0,Veterans
302.0,Immigration
314.01,Childhood
314.01,Education
86.01,Art
86.01,Business
86.01,Jobs/Employment
314.02,Fiction
314.02,Funny
314.02,Love
388.0,Jobs/Employment
388.0,Travel
68.0,History
68.0,Politics
68.0,Presidents
68.0,War
323.02,Funny
323.02,Housing
323.02,Writing
323.01,Crime
323.01,Housing
453.01,Government
453.01,Poland
453.01,Politics
453.01,Presidents
453.02,College
200.0,Business
200.0,Government
200.0,Retail/Commerce
347.0,Relationships
206.0,9/11
206.0,Afghanistan
206.0,Boats
206.0,Military
206.0,War
345.0,Friendship
5.0,Government
5.0,Politics
5.0,Presidents
343.0,Animals
343.0,Food/Drinks/Cooking
280.02,Iraq
280.02,Military
280.02,Music
280.01,Film/Film Making
280.01,Iraq
280.01,Military
321.01,Education
321.02,Addiction
321.02,Drugs
321.02,Health Care/Medicine
321.03,Boats
321.03,Fiction
321.03,Funny
321.03,Natural Disasters
321.03,Religion
375.01,Economics
84.01,Chicago
84.01,Death
84.01,Government
84.01,History
84.01,Politics
84.01,Race
375.02,Economics
367.0,Government
367.0,Politics
367.0,Presidents
238.0,Love
359.0,Death
359.0,Natural Disasters
359.0,Religion
423.21,Economics
423.21,Government
355.0,Business
355.0,Economics
355.0,Housing
339.03,Breakup
339.03,Divorce
339.03,Legal System
339.03,Marriage
339.03,Relationships
489.0,Teenagers
580.02,Health Care/Medicine
580.02,Iran
580.01,LGBT
580.01,Politics
357.0,Mothers
357.0,Teenagers
282.01,Crime
282.01,Criminal Justice
282.01,Murder
282.01,Teenagers
351.0,Childhood
351.0,Education
351.0,Teenagers
224.01,Retail/Commerce
224.01,Sports
224.02,9/11
224.02,Jobs/Employment
224.02,Travel
224.03,Advertising/Marketing
224.03,Government
224.03,Immigration
395.21,Childhood
395.21,Parenting
67.04,Childhood
67.04,Children
67.04,Family
67.04,Fathers
67.04,Sports
373.0,Homelessness
373.0,Jobs/Employment
242.21,Activism
242.21,Iraq
242.21,War
67.01,Music
67.01,Travel
67.02,History
67.02,Race
67.02,Travel
67.03,Neighbors/Neighborhoods
353.01,Government
353.01,Legal System
353.01,Politics
353.01,Presidents
353.02,Government
353.02,Immigration
353.02,Legal System
528.0,Funny
528.0,Live Performance
528.0,Music
603.02,Relationships
603.02,Veterans
202.01,Afghanistan
202.01,Religion
220.0,Health Care/Medicine
220.0,Science
590.01,Sports
202.03,Journalism
202.03,Religion
222.0,Housing
222.0,Personal Finance
582.01,Animals
173.03,Funny
173.03,Live Performance
173.03,Travel
582.02,Animals
415.21,Fiction
415.21,Funny
516.0,Music
516.0,Telephone
389.21,Childhood
389.21,Friendship
7.04,Poetry
7.03,Fiction
7.03,Jobs/Employment
7.03,Music
7.02,Housing
7.01,Animals
7.01,Fiction
7.01,Music
252.0,Food/Drinks/Cooking
434.06,Politics
58.02,Jobs/Employment
58.02,Love
58.03,Chicago
58.03,Housing
58.03,Neighbors/Neighborhoods
58.01,Family
58.01,Siblings
58.01,Travel
145.01,Animals
145.01,Food/Drinks/Cooking
145.01,Race
145.01,Television
145.02,Animals
145.02,Funny
145.02,Music
145.02,Theater
518.0,Funny
191.02,Environment
191.02,Travel
298.0,Economics
298.0,Film/Film Making
298.0,Jobs/Employment
256.0,Addiction
256.0,Children
415.03,Business
602.1,Elections
602.1,Politics
601.01,Elections
601.01,Politics
601.01,Technology
65.0,Food/Drinks/Cooking
601.03,Police
601.02,Elections
601.02,Politics
586.01,Health Care/Medicine
586.01,Religion
586.01,Sexuality
574.03,Music
526.0,Funny
138.0,Business
138.0,Crime
138.0,Mental Health
138.0,Veterans
524.0,Business
524.0,Drugs
45.01,Jobs/Employment
45.01,Journalism
45.01,Police
45.01,Radio
45.03,Family
45.03,Funny
45.03,Journalism
45.03,Live Performance
45.03,Travel
349.21,Love
349.21,Relationships
349.21,Sexuality
20.0,Art
20.0,Death
522.0,Criminal Justice
522.0,Police
133.01,Art
133.01,Business
133.01,Film/Film Making
133.01,Television
133.03,Business
133.03,Jobs/Employment
133.02,Business
133.02,Criminal Justice
133.02,Funny
133.02,Live Performance
133.04,Business
133.04,History
559.01,History
504.0,College
504.0,Education
131.03,Childhood
131.03,Crime
131.03,Education
131.03,Friendship
131.03,Mental Health
131.03,Teenagers
131.02,Childhood
131.02,History
131.02,Music
131.02,Politics
131.02,Teenagers
131.01,Activism
131.01,Childhood
131.01,Government
131.01,History
131.01,Politics
559.03,History
559.03,Race
131.04,Activism
131.04,Education
3.03,Food/Drinks/Cooking
3.02,Animals
3.02,Poetry
3.01,Animals
3.01,Childhood
3.01,Family
559.02,Comedy
559.02,Relationships
3.04,Animals
424.02,Children
424.02,Education
424.02,Environment
422.21,Holidays
422.21,Live Performance
422.21,Music
493.0,Criminal Justice
89.0,Children
89.0,Family
89.0,Siblings
491.0,Health Care/Medicine
136.0,Technology
136.0,Travel
379.21,Death
379.21,Live Performance
379.21,Religion
193.03,Cancer
193.03,Family
193.03,Health Care/Medicine
193.03,Siblings
193.02,Children
193.02,Death
193.02,Fathers
193.02,Writing
193.01,Children
193.01,Death
193.01,Mothers
193.01,Parenting
193.01,Writing
339.02,Children
339.02,Divorce
339.02,Family
339.02,Journalism
339.02,Marriage
176.21,Politics
176.21,Race
176.21,Religion
487.0,Death
487.0,Education
6.01,Childhood
6.01,Education
6.01,Holidays
6.02,Criminal Justice
6.02,Fiction
6.02,Holidays
6.02,Legal System
6.02,Writing
6.03,Holidays
6.03,Music
6.03,Religion
481.0,Criminal Justice
481.0,Environment
481.0,Family
481.0,Holidays
481.0,Teenagers
195.01,9/11
195.01,Government
195.01,Military
195.01,Terrorism
195.01,War
195.03,Military
195.03,War
195.02,Military
195.02,War
195.02,Writing
195.04,Automobiles
195.04,Politics
195.04,Travel
195.04,War
424.01,Children
424.01,Education
424.01,History
424.01,Politics
40.02,Children
40.02,Family
40.02,Parenting
211.01,9/11
211.01,Journalism
211.01,Terrorism
211.02,Government
211.02,Literature
211.03,Crime
211.03,Murder
213.02,Religion
213.02,Teenagers
213.03,Crime
213.03,Criminal Justice
213.03,Murder
213.03,Teenagers
213.01,Holidays
213.01,Religion
213.01,Teenagers
377.03,Jobs/Employment
377.03,Retail/Commerce
377.02,Business
377.02,Economics
377.02,Jobs/Employment
377.01,Economics
377.01,Housing
293.0,Health Care/Medicine
293.0,Journalism
604.0,Crime
604.0,Criminal Justice
604.0,Sexual Assault
602.0,Elections
602.0,Politics
389.0,Friendship
389.0,Mental Health
585.01,Family
200.02,Military
200.02,Theater
200.02,War
577.01,Health Care/Medicine
577.01,Science
590.21,Comedy
590.21,Funny
590.21,Relationships
217.02,Politics
217.03,Health Care/Medicine
217.03,Politics
217.01,Housing
217.01,Politics
46.01,Funny
46.03,Childhood
46.03,LGBT
46.03,Relationships
46.03,Sexuality
46.02,Childhood
46.02,Education
46.02,Sexuality
405.21,Crime
405.21,Drugs
405.21,Police
405.21,Television
562.0,Education
562.0,Race
474.0,Education
154.0,Animals
154.0,Funny
154.0,Relationships
475.01,Family
475.01,Mothers
475.02,Education
475.03,Family
475.03,Fathers
475.03,Mothers
373.03,Funny
373.03,Health Care/Medicine
373.03,Presidents
373.02,Development
373.02,Jobs/Employment
373.02,Religion
373.01,Drugs
373.01,Homelessness
373.01,Jobs/Employment
285.0,Activism
285.0,Radio
373.04,Economics
373.04,Government
373.04,History
529.02,Advertising/Marketing
529.02,Government
529.02,War
529.01,Advertising/Marketing
529.01,Mental Health
529.01,Television
454.02,Criminal Justice
454.02,Labor
454.02,Politics
454.02,Technology
399.0,Military
399.0,War
112.04,Food/Drinks/Cooking
112.04,Health Care/Medicine
112.05,Death
112.05,Friendship
112.05,Health Care/Medicine
158.0,Retail/Commerce
158.0,Television
112.02,Health Care/Medicine
112.02,History
112.03,Food/Drinks/Cooking
112.03,Health Care/Medicine
112.03,History
61.02,Activism
61.02,Automobiles
61.02,Jobs/Employment
61.02,Radio
61.03,Funny
61.03,Journalism
61.03,Music
61.01,History
61.01,Military
385.0,Legal System
265.04,Radio
265.04,Science
265.03,Journalism
265.03,Science
265.02,Government
265.02,Science
265.01,Science
63.01,Love
63.01,Radio
63.02,Jobs/Employment
63.02,Literature
63.02,Politics
63.02,Teenagers
63.03,Journalism
63.03,Politics
63.03,Presidents
63.04,Travel
93.0,History
93.0,Love
93.0,Poetry
119.05,Criminal Justice
119.05,Journalism
83.0,Music
83.0,Teenagers
119.01,Criminal Justice
119.01,Family
119.01,Journalism
119.03,Criminal Justice
119.03,Sexuality
91.0,Family
91.0,Immigration
91.0,Siblings
91.0,Teenagers
256.02,Food/Drinks/Cooking
256.02,Writing
85.0,Animals
85.0,History
299.0,Death
299.0,Travel
281.0,Education
281.0,Immigration
576.02,Food/Drinks/Cooking
576.02,Holidays
87.0,Family
87.0,Funny
87.0,Holidays
87.0,Live Performance
87.0,Siblings
148.0,History
148.0,Holidays
148.0,Religion
148.0,Writing
615.01,Politics
371.01,Jobs/Employment
371.01,Love
371.01,Relationships
371.01,Retail/Commerce
371.03,Jobs/Employment
371.03,Retail/Commerce
371.02,Jobs/Employment
371.02,Retail/Commerce
397.0,Paranormal
371.04,Jobs/Employment
371.04,Retail/Commerce
2.01,Gambling
2.01,Teenagers
2.01,Theater
2.02,Poetry
2.02,Religion
2.03,Crime
2.03,Criminal Justice
2.03,Technology
146.0,Animals
146.0,Journalism
146.0,New York
277.0,Mental Health
547.02,Police
547.01,Police
289.0,Childhood
289.0,Fathers
289.0,Jobs/Employment
187.0,Childhood
187.0,Divorce
187.0,Family
187.0,Fathers
187.0,Parenting
584.01,Politics
584.01,Science
140.0,Business
140.0,Family
140.0,Fathers
140.0,Jobs/Employment
590.02,Politics
590.02,Presidents
189.0,Boats
189.0,Children
189.0,History
189.0,Military
237.0,Childhood
237.0,Divorce
237.0,Marriage
572.03,Prison
473.01,Death
473.01,Economics
473.01,Legal System
305.02,Fiction
305.02,Funny
305.02,Holidays
305.03,Fiction
305.03,Funny
305.03,Religion
305.01,Alcohol
305.01,Funny
305.01,Holidays
305.01,Literature
305.01,Poetry
305.01,Sexuality
305.06,Birth
305.06,Family
305.06,Fiction
305.06,Holidays
305.06,Parenting
265.0,Gambling
265.0,Science
305.05,Funny
305.05,History
305.05,Holidays
305.05,Music
94.02,Fiction
94.02,Love
94.02,Race
432.0,History
432.0,Politics
432.0,Presidents
599.03,Economics
599.03,Elections
599.03,Politics
351.03,Funny
351.03,Government
351.03,Teenagers
351.02,Music
351.02,Teenagers
351.01,Childhood
351.01,Teenagers
349.02,Family
349.02,Fathers
349.02,Love
349.02,Travel
168.01,Business
168.01,Crime
168.01,Government
168.01,Legal System
168.01,Police
168.01,Politics
168.01,Retail/Commerce
370.03,Funny
370.03,Travel
168.02,Business
168.02,Crime
168.02,Government
168.02,Legal System
168.02,Mental Health
168.02,Police
168.02,Retail/Commerce
471.01,Government
471.01,Terrorism
471.02,Criminal Justice
471.02,Government
307.0,Art
307.0,Chicago
307.0,History
425.01,Childhood
425.01,Crime
425.01,Criminal Justice
425.01,Journalism
425.01,Mental Health
273.0,Food/Drinks/Cooking
273.0,Retail/Commerce
144.0,Children
144.0,Crime
144.0,Death
144.0,Fathers
144.0,Murder
144.0,Teenagers
396.03,Police
305.0,Holidays
305.0,Writing
43.04,Children
43.04,Literature
43.02,Childhood
43.02,Family
43.02,Friendship
43.02,Literature
43.02,Marriage
43.02,Music
43.02,Relationships
43.03,Housing
43.03,Jobs/Employment
43.03,Love
43.03,Personal Finance
43.03,Retail/Commerce
43.01,Paranormal
513.21,Automobiles
513.21,Business
164.0,Crime
164.0,Health Care/Medicine
164.0,Murder
357.03,Crime
357.03,Health Care/Medicine
357.02,Government
357.02,Journalism
357.02,Terrorism
309.0,Childhood
309.0,Education
309.0,Funny
346.01,Housing
372.02,Children
372.02,Government
372.02,Politics
372.03,Politics
372.03,Religion
372.04,Business
372.04,Politics
372.04,Retail/Commerce
41.01,Journalism
41.01,Politics
41.01,Television
41.02,Activism
41.02,Immigration
41.02,Politics
41.02,Presidents
41.03,Government
41.03,Politics
574.01,Music
2.0,Crime
2.0,Technology
2.0,Teenagers
162.0,Housing
162.0,Jobs/Employment
137.04,Literature
137.04,Theater
137.04,Travel
261.0,Teenagers
261.0,Weddings
137.01,Art
137.01,Education
137.01,Jobs/Employment
137.01,Literature
137.01,Theater
137.03,History
137.03,Literature
137.02,Childhood
137.02,Literature
137.02,Sexuality
137.02,Siblings
436.0,Mental Health
160.0,Crime
160.0,Government
160.0,Journalism
160.0,Politics
315.0,Animals
263.0,Economics
263.0,Education
317.0,Children
317.0,Health Care/Medicine
317.0,Parenting
317.0,Science
430.0,Drugs
430.0,Legal System
430.0,Teenagers
403.01,Automobiles
403.01,Business
403.01,Jobs/Employment
352.0,Crime
352.0,Family
352.0,History
13.02,Fiction
13.02,Sexuality
13.02,Teenagers
438.0,Automobiles
438.0,Childhood
438.0,Fathers
438.0,Holidays
438.0,Travel
175.02,Children
175.02,Divorce
175.02,Family
175.02,Holidays
175.02,Siblings
288.02,Animals
288.02,Live Performance
288.02,Retail/Commerce
288.03,Sports
288.03,Travel
307.02,Natural Disasters
307.02,Travel
288.01,Art
288.01,Crime
288.01,Police
600.0,Elections
600.0,Politics
289.01,Family
289.01,Fathers
597.0,History
300.0,Iraq
300.0,Veterans
300.0,War
326.0,Television
570.0,History
570.0,Israel
215.01,Health Care/Medicine
215.02,Education
215.02,Theater
44.03,Animals
44.02,Animals
44.02,Childhood
44.02,Family
44.01,Radio
572.0,Children
44.04,Animals
44.04,Health Care/Medicine
495.01,Environment
569.02,Family
569.03,Business
569.01,Business
569.01,Food/Drinks/Cooking
319.0,Environment
319.0,Health Care/Medicine
319.0,Science
550.0,Education
550.0,Neighbors/Neighborhoods
328.0,Television
328.0,Writing
507.0,Religion
582.0,Animals
333.21,Education
333.21,Government
333.21,Iraq
48.02,Telephone
48.01,Crime
48.01,Criminal Justice
48.01,Legal System
48.01,Teenagers
114.06,Crime
114.06,Death
114.06,Fiction
114.05,Death
114.05,Travel
114.02,Death
114.02,Military
114.03,Death
114.03,Music
114.01,Death
114.01,Marriage
114.01,Relationships
488.04,Death
488.04,Teenagers
488.05,Education
488.05,Teenagers
488.01,Crime
488.01,Death
488.01,Teenagers
488.02,Crime
488.02,Death
488.02,Teenagers
488.03,Crime
488.03,Guns/Gun Control
488.03,Teenagers
263.01,Mental Health
263.03,Personal Finance
263.03,Retail/Commerce
263.02,Economics
263.04,Death
197.03,Love
197.02,Childhood
197.02,Family
197.02,Mental Health
197.02,Mothers
197.02,Siblings
197.01,Childhood
261.03,Childhood
261.03,Divorce
261.03,Fathers
261.03,Marriage
261.03,Mothers
261.03,Relationships
261.02,Marriage
261.02,Politics
261.02,Sexuality
261.01,Marriage
261.01,Relationships
261.01,Science
251.0,Murder
251.0,Religion
116.01,Animals
116.01,Food/Drinks/Cooking
116.01,Funny
116.02,Food/Drinks/Cooking
116.03,Animals
116.03,Holidays
483.01,Travel
535.0,Business
483.02,Economics
483.02,Politics
521.0,Children
521.0,Family
253.0,Boats
253.0,Environment
65.04,Family
65.04,Immigration
65.04,Siblings
65.04,Travel
65.02,History
65.02,Radio
65.03,Television
65.01,Canada
65.01,Immigration
65.01,New York
429.21,Iraq
429.21,Jobs/Employment
429.21,Military
469.01,Health Care/Medicine
469.03,Criminal Justice
469.03,Drugs
469.03,Heroism
469.02,Technology
70.0,Love
194.04,9/11
194.04,New York
194.04,Paris
194.04,Terrorism
194.05,9/11
194.05,Chicago
194.05,Government
194.05,Politics
194.02,Boats
194.02,Death
194.02,History
194.02,New York
194.03,Death
194.03,Japan
194.03,Travel
194.01,9/11
194.01,New York
194.01,Terrorism
112.01,Business
112.01,Health Care/Medicine
15.0,Children
15.0,Education
15.0,Jobs/Employment
149.04,Cancer
149.04,Death
149.04,Health Care/Medicine
149.04,Mental Health
149.01,Family
149.01,Fathers
149.01,Health Care/Medicine
149.01,Siblings
149.02,Health Care/Medicine
149.02,Television
149.03,Health Care/Medicine
149.03,Love
149.03,Teenagers
196.01,9/11
196.01,Politics
196.01,Teenagers
196.01,Terrorism
196.02,Children
196.02,Fathers
196.02,History
196.02,Iraq
196.02,Politics
196.02,Terrorism
196.02,War
196.03,History
196.03,Military
427.01,Business
427.01,Food/Drinks/Cooking
513.09,Automobiles
513.09,Business
52.0,Love
52.0,Mental Health
52.0,Relationships
50.0,Crime
50.0,Death
50.0,Teenagers
481.05,Jobs/Employment
74.0,Jobs/Employment
481.03,Health Care/Medicine
481.02,Economics
481.01,Holidays
430.21,Drugs
430.21,Legal System
76.0,Film/Film Making
76.0,Teenagers
187.03,Crime
187.03,Fathers
187.03,Homelessness
187.03,Jobs/Employment
156.01,Cancer
156.01,Health Care/Medicine
47.02,Jobs/Employment
47.02,Retail/Commerce
47.03,Childhood
47.03,Family
47.03,Holidays
47.01,Funny
47.01,Holidays
47.01,Jobs/Employment
47.01,Retail/Commerce
161.04,Automobiles
161.04,Jobs/Employment
484.0,Funny
438.02,Childhood
438.02,Fathers
438.02,Telephone
423.01,Economics
423.01,Government
161.05,Automobiles
161.05,Friendship
487.01,Crime
487.01,Teenagers
487.03,Crime
487.03,Education
487.03,Teenagers
487.02,Death
487.02,Teenagers
486.0,Science
321.0,Education
321.0,Jobs/Employment
154.01,Animals
154.01,Death
154.01,Funny
154.01,Live Performance
242.01,Religion
242.01,Sexuality
242.02,Animals
242.02,Science
242.03,Fiction
242.03,Relationships
485.02,Adoption
485.02,Alcohol
485.02,Crime
485.02,Fathers
485.02,Murder
485.01,Politics
362.04,Travel
54.0,Live Performance
54.0,Music
54.0,Race
395.04,Iraq
395.04,Military
395.04,War
395.03,Food/Drinks/Cooking
395.03,Retail/Commerce
395.02,Live Performance
395.01,Jobs/Employment
395.01,Retail/Commerce
460.02,Activism
460.02,Journalism
460.02,Radio
113.0,Gambling
113.0,Personal Finance
460.03,Business
460.03,Journalism
460.03,Labor
353.21,Government
353.21,Legal System
353.21,Politics
353.21,Presidents
460.01,Journalism
460.01,Radio
362.03,Adoption
3.0,Childhood
3.0,Family
3.0,Food/Drinks/Cooking
3.0,Funny
3.0,Siblings
109.0,Children
421.01,Jobs/Employment
421.01,Television
421.02,Childhood
421.02,Literature
421.02,Paranormal
421.02,Religion
119.04,Criminal Justice
119.04,Funny
119.04,Holidays
119.04,Police
198.02,9/11
198.02,Funny
198.02,Government
198.02,Politics
198.02,Telephone
198.03,Funny
198.03,Travel
198.01,Childhood
198.01,Friendship
198.01,Funny
198.01,Live Performance
198.04,Fiction
198.04,Funny
198.04,Love
486.04,Live Performance
486.04,Love
486.04,Teenagers
486.02,Criminal Justice
486.02,Drugs
486.02,Love
486.02,Teenagers
486.03,Fiction
486.03,Love
486.01,Relationships
486.01,Sexuality
119.02,Criminal Justice
119.02,Holidays
119.02,Mothers
117.0,Childhood
117.0,Family
117.0,Food/Drinks/Cooking
319.21,Death
319.21,Funny
319.21,Live Performance
459.21,Economics
459.21,Government
172.01,Alcohol
172.01,Food/Drinks/Cooking
172.01,Friendship
172.01,Jobs/Employment
172.01,Teenagers
360.0,Family
360.0,History
606.0,Military
606.0,Television
80.0,Children
80.0,Environment
82.0,Crime
82.0,Mothers
82.0,Murder
401.02,Adoption
401.02,Animals
401.01,Cancer
401.01,Death
401.01,Fathers
401.01,Mothers
401.01,Religion
78.0,Crime
78.0,Technology
78.0,Teenagers
420.04,Funny
420.04,Housing
420.04,Live Performance
420.04,Neighbors/Neighborhoods
238.01,Live Performance
238.01,Music
420.03,Animals
420.03,Neighbors/Neighborhoods
420.03,Science
238.03,Jobs/Employment
238.03,Sports
238.02,Journalism
238.02,Television
515.01,Business
515.01,Funny
170.01,Crime
170.01,Criminal Justice
170.01,Immigration
170.01,Jobs/Employment
170.01,Legal System
170.01,Politics
170.02,Government
170.02,Immigration
170.02,Legal System
170.02,Politics
170.03,Criminal Justice
170.03,Friendship
170.03,Immigration
170.03,Jobs/Employment
170.03,Legal System
280.0,Funny
280.0,Iraq
280.0,Military
577.02,Comedy
468.0,Art
407.01,Death
407.01,Heroism
407.01,Journalism
407.01,Mental Health
407.01,Writing
419.0,Crime
419.0,Jobs/Employment
407.03,Crime
407.03,Homelessness
407.03,Journalism
407.03,Politics
407.02,Death
407.02,Retail/Commerce
341.0,Children
422.01,Holidays
422.01,Live Performance
422.01,Mothers
422.02,Fiction
422.02,Funny
422.02,Holidays
422.02,Live Performance
422.03,Funny
422.03,Holidays
422.03,Live Performance
422.03,Religion
422.04,Funny
422.04,Holidays
422.04,Live Performance
422.05,Funny
422.05,Holidays
422.05,Live Performance
422.05,Mothers
422.05,Travel
466.0,Gambling
254.02,9/11
254.02,Afghanistan
254.02,Military
254.02,Politics
37.01,Family
37.01,Jobs/Employment
37.01,Mental Health
37.03,Boats
37.03,History
37.03,Jobs/Employment
37.03,Legal System
37.03,Race
37.03,Veterans
37.03,War
37.02,Friendship
37.02,Theater
267.01,Activism
267.01,Government
267.01,Politics
37.04,Fiction
37.04,Jobs/Employment
267.03,Fiction
267.02,Politics
110.02,Jobs/Employment
110.02,Technology
110.03,Technology
110.01,History
110.01,North Carolina
110.04,Cancer
110.04,Health Care/Medicine
110.04,Marriage
110.04,Relationships
110.05,Food/Drinks/Cooking
484.01,Food/Drinks/Cooking
484.02,Afghanistan
484.02,Drugs
484.02,Mental Health
301.01,Family
301.01,Heroism
301.01,History
150.03,Childhood
150.03,Music
150.03,Siblings
150.03,Teenagers
105.0,Government
105.0,Journalism
105.0,Politics
105.0,Race
35.03,Animals
35.03,Sexuality
35.02,Fiction
35.02,Poetry
35.01,Funny
35.01,Travel
107.0,Children
107.0,Education
107.0,History
107.0,Race
95.01,Love
95.01,Marriage
95.01,Relationships
95.03,Love
95.03,Marriage
95.03,Neighbors/Neighborhoods
95.03,Relationships
95.03,Sexuality
588.02,Music
588.02,Relationships
588.01,Music
588.01,Relationships
457.02,Drugs
457.02,High School
457.02,Love
457.02,Police
457.03,Animals
457.03,Fiction
450.01,Health Care/Medicine
450.01,Technology
167.0,History
167.0,Science
216.21,Family
216.21,Food/Drinks/Cooking
216.21,Health Care/Medicine
417.0,Government
417.0,Politics
450.02,Love
450.02,Travel
165.0,Art
165.0,Paris
165.0,Travel
298.03,Fiction
298.03,Retail/Commerce
298.02,Advertising/Marketing
298.01,Economics
298.01,Personal Finance
96.01,Criminal Justice
96.01,Death
96.01,Divorce
96.01,History
96.01,Politics
96.01,Religion
405.01,Economics
405.01,Housing
405.01,Music
413.0,Journalism
413.0,Travel
368.0,Criminal Justice
435.0,Jobs/Employment
435.0,Politics
97.05,Race
97.05,Television
97.04,Love
97.04,Writing
119.0,Crime
119.0,Criminal Justice
119.0,Murder
119.0,Music
97.02,Business
97.02,Retail/Commerce
97.01,Art
97.01,Business
97.01,Literature
287.0,Crime
287.0,Criminal Justice
287.0,Murder
409.0,Business
409.0,Crime
405.0,Business
376.21,History
376.21,Politics
376.21,Race
284.02,Jobs/Employment
284.01,Education
284.01,Family
284.01,Immigration
175.0,Children
175.0,Jobs/Employment
175.0,Music
244.02,Criminal Justice
244.02,Science
244.03,Crime
244.03,Film/Film Making
244.01,Holidays
244.01,Relationships
401.0,Mothers
401.0,Religion
393.01,Love
393.01,Relationships
393.01,Sexuality
393.03,Relationships
393.03,Sexuality
393.02,Live Performance
393.02,Love
393.02,Relationships
393.02,Sexuality
279.01,Automobiles
279.01,Music
169.0,Music
169.0,New York
169.0,Police
169.0,Theater
70.04,Art
421.0,Criminal Justice
421.0,Legal System
421.0,Politics
423.0,Economics
423.0,History
70.01,Automobiles
70.01,Literature
70.02,Crime
70.02,Fiction
70.02,Jobs/Employment
70.03,Government
70.03,Jobs/Employment
391.03,Business
391.03,Health Care/Medicine
391.02,Business
391.02,Health Care/Medicine
391.01,Business
391.01,Health Care/Medicine
207.21,Mental Health
207.21,Siblings
391.04,Business
391.04,Government
391.04,Health Care/Medicine
246.01,Children
246.01,Friendship
246.01,Politics
246.01,Writing
246.02,Marriage
246.02,Relationships
246.02,Writing
584.03,Children
584.02,Comedy
584.02,Work
589.0,Race
252.03,Animals
252.03,Music
252.03,Theater
559.04,History
435.03,Economics
435.03,Government
435.03,Jobs/Employment
333.03,Government
333.03,Iraq
333.02,Education
333.02,Iraq
333.02,Military
333.02,War
333.01,Education
333.01,Government
333.01,Iraq
333.01,Military
49.0,Animals
49.0,Jobs/Employment
49.0,Sports
303.01,Parenting
303.01,Siblings
587.0,Relationships
581.0,Crime
581.0,Police
581.0,Sexual Assault
599.0,Elections
599.0,Politics
620.02,Internet
560.0,Politics
616.01,History
511.03,Outer Space
219.01,Automobiles
219.01,Criminal Justice
219.01,Race
219.01,Teenagers
219.02,Automobiles
219.02,Crime
219.02,Race
219.02,Teenagers
591.0,Politics
517.03,Death
517.03,Family
517.02,Radio
517.01,Funny
268.0,Sexuality
501.01,Immigration
501.01,Neighbors/Neighborhoods
425.21,Cancer
425.21,Health Care/Medicine
56.01,Legal System
56.02,Friendship
56.02,Funny
56.02,Literature
56.02,Teenagers
56.03,Friendship
56.03,Literature
56.03,Television
56.04,Jobs/Employment
56.04,Journalism
56.04,Music
56.04,Writing
611.01,Government
585.0,Family
108.02,Childhood
108.02,Death
108.02,Friendship
108.02,Health Care/Medicine
108.01,Childhood
108.01,Television
513.08,Automobiles
513.08,Business
513.08,Economics
199.0,Childhood
199.0,Family
199.0,History
199.0,Housing
67.0,Retail/Commerce
67.0,Teenagers
513.03,Automobiles
513.03,Business
513.03,Family
513.02,Business
513.01,Neighbors/Neighborhoods
513.07,Automobiles
513.07,Business
513.06,Automobiles
513.06,Business
513.05,Automobiles
513.05,Business
513.04,Automobiles
513.04,Business
