episode,malePercent,year,title,description,url
366,73.3764553687,2008,A Better Mousetrap 2008,"
Stories about people trying to find new solutions to age-old problems—solutions that sometimes cause problems of their own. Alex Blumberg returns (in collaboration with the Planet Money podcast) with the latest in the financial crisis. ",https://hw2.thisamericanlife.org/radio-archives/episode/366
367,32.7063172774,2008,Ground Game,"
This American Life goes to Pennsylvania, a battleground within a battleground, to figure out why, and how, John McCain and Barack Obama both think they can win there. And we get to know the ordinary people who've become the candidates' most forceful foot soldiers. ",https://hw2.thisamericanlife.org/radio-archives/episode/367
368,27.4599226092,2008,Who Do You Think You Are?,"
This week we bring you stories of privilege and the lengths some will go to to maintain it. In one story, a woman fights—on tape!—with her city's parking enforcer about playing favorites. ",https://hw2.thisamericanlife.org/radio-archives/episode/368
369,67.1496408133,2008,Poultry Slam 2008,"
A man in Pakistan wants to break his friend out of prison. He buys him an amulet that supposedly has the power to protect anyone from harm. But just to be on the safe side, he decides to test the amulet by trying it out first. On a chicken. ",https://hw2.thisamericanlife.org/radio-archives/episode/369
370,34.9235048679,2008,Ruining It for the Rest of Us,"
Stories of people who ruin things for everyone else...or who are accused of that. Like the San Diego parents who didn't vaccinate their child for measles. ",https://hw2.thisamericanlife.org/radio-archives/episode/370
371,71.104387292,2008,Scenes From a Mall,"
This American Life spends several days in a mall in suburban Tennessee, to document life in the mall during the run-up to Christmas. Also, a rift in a national association of professional Santas—the Amalgamated Order of Real Bearded Santas (yes, there is such a group). ",https://hw2.thisamericanlife.org/radio-archives/episode/371
372,62.1830351397,2009,The Inauguration Show,"
On the eve of Barack Obama's inauguration, we sent reporters out all over the country to talk to people about how they're feeling about this new president. Do they believe things will change? Do they think there'll be changes in their own lives? ",https://hw2.thisamericanlife.org/radio-archives/episode/372
373,72.7261643502,2009,The New Boss,"
Stories about what happens when someone new takes over—someone with a vision of how things ought to be. Including international economics correspondent Adam Davidson of the Planet Money podcast on how Obama's new stimulus plan might actually be the first ever test of a very, very old theory. ",https://hw2.thisamericanlife.org/radio-archives/episode/373
375,86.4154892726,2009,Bad Bank,"
The collapse of the banking system explained, in just 59 minutes. Alex Blumberg and Adam Davidson are back to help all of us understand the news. For instance, when we talk about an insolvent bank, what does it actually mean, and why are we giving hundreds of billions of dollars to rich bankers who screwed up their own businesses? Also, two guys go to New Jersey to look at a toxic asset.
",https://hw2.thisamericanlife.org/radio-archives/episode/375
376,87.7643303631,2009,Wrong Side of History,"
Bernie Epton went down in history as the Other Guy: the white opponent who almost defeated the first black mayor of Chicago. But what's the real story of someone who ended up on the wrong side of history? That and other stories of people with wildly popular or unpopular views for one moment in time, and how those views stand up years, decades, even centuries later. ",https://hw2.thisamericanlife.org/radio-archives/episode/376
377,68.9328457447,2009,Scenes From a Recession,"
The economy works in mysterious ways. This week, we highlight the unusual circumstances our economic drought has left us in, and the newly hatched plans being made to survive it. ",https://hw2.thisamericanlife.org/radio-archives/episode/377
378,45.0820906763,2009,This I Used to Believe,"
Stories of people forced to let go of their firmly held beliefs. When the daughter of a pro-choice activist concludes that abortion is murder, her mother goes to extraordinary lengths to persuade her daughter to switch sides. And after a woman loses her faith, a football coach—whom she's never met—tries to restore it. ",https://hw2.thisamericanlife.org/radio-archives/episode/378
379,89.2689601251,2009,Return To The Scene Of The Crime,"
A live episode of the radio program, including stories told on stage by Dan Savage and Mike Birbiglia. ",https://hw2.thisamericanlife.org/radio-archives/episode/379
380,97.9485509606,2009,No Map,"
Stories of people who find themselves in situations far from the beaten path, where there are no guidelines and no useful precedents, including the return of Squirrel Cop. ",https://hw2.thisamericanlife.org/radio-archives/episode/380
381,85.4856050651,2009,Turncoat,"
A well-known activist—an anarchic, revolutionary activist—is accused of spying on other activists for the FBI. The strangest thing about the rumor is, it's true. How Brandon Darby transformed from cop-hater to federal witness. Plus, a story by Etgar Keret, about a boy who betrays his people with a pair of shoes. ",https://hw2.thisamericanlife.org/radio-archives/episode/381
382,64.5921676228,2009,The Watchmen,"
Since Congress hasn't held 1930's-style hearings into the causes of the financial crisis, we stage one of our own. The subject? The regulators and watchdogs who were supposed to be overseeing the banks and the finance industry—to make sure things wouldn't blow up like they have. Clearly something went wrong. Today we pound a gavel and ask: Where were the watchmen? Today's show is a co-production with NPR News, part of our Planet Money project. ",https://hw2.thisamericanlife.org/radio-archives/episode/382
383,43.0746489283,2009,Origin Story,"
This week we bring you little-known and surprising stories of how all sorts of institutions—from a controversial legal precedent to a Hollywood teen dance flick—began. In one story, a man tries to set the record straight about his life's achievements, which he says include inventing thumb wrestling and popularizing the eating of shrimp in the New York area. And the story of a seven-year-old old boy trying to figure out where he comes from. ",https://hw2.thisamericanlife.org/radio-archives/episode/383
384,91.3600198906,2009,Fall Guy,"
Sometimes when things go wrong, parsing out who all is to blame and taking them to task is just too complicated and haaaard! What's easy is pinning it all on one person and watching them go down in flames. ",https://hw2.thisamericanlife.org/radio-archives/episode/384
385,85.6057522724,2009,Pro Se,"
It's tempting to act as your own lawyer, to argue your own cause. Who better to defend your position than you? This week, stories of pro se defenses: Some brilliant, some disastrous. A man fakes his way into an insane asylum by pretending to be crazy, and then can't argue his way back out. And another man uses vigilante justice to defend his sister's honor, using a strategy he didn't know he had in him. ",https://hw2.thisamericanlife.org/radio-archives/episode/385
386,48.5449932846,2009,Fine Print,"
Stories where the fine print changes everything, whether you read it or not. ",https://hw2.thisamericanlife.org/radio-archives/episode/386
387,48.1144343303,2009,Arms Trader 2009,"
The U.S. government spent two years on a sting operation trapping an Indian man named Hemant Lakhani, whom they suspected of being an illegal arms dealer. ",https://hw2.thisamericanlife.org/radio-archives/episode/387
388,60.6974813175,2009,Rest Stop,"
Nine radio producers. Two days. One rest stop on the New York State Thruway. In this show, we'll bring you stories of people who are just passing through, and people who are at the rest stop every day—working. One of them has worked there since 1969. A bunch of others came from Asia and eastern Europe to pour coffee for travelers. ",https://hw2.thisamericanlife.org/radio-archives/episode/388
389,29.5874427004,2009,Frenemies,"
This week we bring you stories about friends. Or wait, enemies? How about both? Tales of estranged sisters, BFFs breaking up and making up and breaking up, and how reality stars walk the fine line between making friends and making a name for themselves. Including a story from David Rakoff, whose new book Half Empty is available now. ",https://hw2.thisamericanlife.org/radio-archives/episode/389
390,99.1651825467,2009,Return To The Giant Pool of Money,"
In which we mark the anniversary of the economic collapse and the anniversary of Planet Money: Recapping some of the original episode, The Giant Pool of Money, and finding out what's happened to all those guys in the year since. ",https://hw2.thisamericanlife.org/radio-archives/episode/390
391,33.1239221483,2009,More Is Less,"
An hour explaining the American health care system, specifically, why it is that costs keep rising. One story looks at the doctors, one at the patients and one at the insurance industry. ",https://hw2.thisamericanlife.org/radio-archives/episode/391
392,52.7067753097,2009,Someone Else's Money,"
This week, we bring you a deeper look inside the health insurance industry. The dark side of prescription drug coupons. A story about Pet Health Insurance, which is in its infancy, and how it is changing human behaviors—for example, if you have the pet health insurance, you bring your pet to the vet more often, and the vet makes more money and...well, you can see the parallels. ",https://hw2.thisamericanlife.org/radio-archives/episode/392
393,85.8854509546,2009,Infidelity,"
Stories of cheating, cheaters and the cheated. Writer James Braly with a story about temptation (performed and recorded at The Moth), Dani Shapiro on being the mistress, and more. ",https://hw2.thisamericanlife.org/radio-archives/episode/393
394,75.2244389027,2009,Bait and Switch,"
Stories about people who take the bait, and those who place it. Including the story of man who tries to investigate a neighborhood crime and ends up in jail himself. And the story of the pitfalls of luring customers to a make-believe pizza delivery place. ",https://hw2.thisamericanlife.org/radio-archives/episode/394
395,39.4026854059,2009,Middle of the Night,"
Stories of people who are up while the rest of us are sleeping—some for work, some for play, and some for a free sandwich. Including the story of a woman walking alone at night, who encounters another woman walking alone at night, for the exact same reason, and a whole population of people haggling over the cost of oranges at 3 in the morning. ",https://hw2.thisamericanlife.org/radio-archives/episode/395
396,40.4393816111,2009,#1 Party School,"
In 2009, The Princeton Review named Penn State the #1 Party School in America. It's a rotating crown—last year it was University of Florida, before that it was West Virginia University. So we wondered: what's it like to be at the country's top party school? ",https://hw2.thisamericanlife.org/radio-archives/episode/396
397,90.402276549,2010,2010,"
At the start of a new year, journalistic outfits put out lots of mealy ""perhaps oil prices will rise or perhaps they won't"" predictions for the coming year. Instead of that, we asked our contributors to predict real events that will happen to them and the people they know in 2010. ",https://hw2.thisamericanlife.org/radio-archives/episode/397
398,78.1272509004,2010,Long Shot,"
Stories of people betting on something with very bad odds, mostly because they have no other choice. ",https://hw2.thisamericanlife.org/radio-archives/episode/398
399,95.7540263543,2010,Contents Unknown,"
A man named David Maclean finds himself in a train station in India, with no idea how he got there or who he is. His memory gone, he has no choice but to let other people—police, doctors, friends, family—create an identity for him. David's book about this incident is called The Answer to the Riddle Is Me. Plus other stories of filling in the blank.     ",https://hw2.thisamericanlife.org/radio-archives/episode/399
400,46.7960933778,2010,Stories Pitched by Our Parents,"
For our 400th show, we try something harder than anything we've ever tried in the previous 399. We take the random ideas that members of our own families have told us at weddings and family gatherings would be ""perfect for the show""...and we actually try to make those ideas into stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/400
401,75.2167060678,2010,Parent Trap,"
Stories about parents setting accidental traps for their children, and sometimes for themselves, including a story from WNYC's Radiolab about a chimp raised twice—once as a human child, and again as a chimp. ",https://hw2.thisamericanlife.org/radio-archives/episode/401
402,89.8376291586,2010,Save the Day,"
Stories about one person single-handedly taking charge of a situation gone wrong—including one man's mission to rescue two kids who were kidnapped by alleged murderers and taken to Mexico, and another about a professor's mission to keep the educators of a liberal arts college from extinction. ",https://hw2.thisamericanlife.org/radio-archives/episode/402
403,100.0,2010,NUMMI,"
A car plant in Fremont California that might have saved the U.S. car industry. In 1984, General Motors and Toyota opened NUMMI as a joint venture. Toyota showed GM the secrets of its production system: How it made cars of much higher quality and much lower cost than GM achieved. Frank Langfitt explains why GM didn't learn the lessons—until it was too late. ",https://hw2.thisamericanlife.org/radio-archives/episode/403
404,100.0,2010,Enemy Camp 2010,"
Living behind enemy lines, among the enemy, it's sometimes hard to remember why you're fighting in the first place. ",https://hw2.thisamericanlife.org/radio-archives/episode/404
405,100.0,2010,Inside Job,"
For seven months a team of investigative journalists from ProPublica looked into a story for us, the inside story of one company that made hundreds of millions of dollars for itself while worsening the financial crisis for the rest of us. ",https://hw2.thisamericanlife.org/radio-archives/episode/405
406,79.7882963851,2010,True Urban Legends ,"
Can a rat crawl through your plumbing and end up in your toilet? Can your cell phone give you a brain tumor?
Download a transcript or read much more information about our Steve Poizner story. Christopher Ketcham's GQ cell article is here. ",https://hw2.thisamericanlife.org/radio-archives/episode/406
407,67.2899926954,2010,The Bridge,"
We bring you stories of bridges from three different countries, including one in China that's famous for its massive size and its high suicide rate. One takes it upon himself to patrol the bridge, looking for jumpers. You can read entries from the watchman's blog here. This and other stories where we stop before getting to the other side. ",https://hw2.thisamericanlife.org/radio-archives/episode/407
408,55.7812322705,2010,Island Time ,"
Unprecedented amounts of money have been pledged to Haitian relief in the last few months. American households have given over $1 billion and in March, 120 countries pledged over $9 billion(!) to rebuild. The only problem is that—historically—blanketing a country in aid and money has never really worked so well. Is there a chance this time things could be different? ",https://hw2.thisamericanlife.org/radio-archives/episode/408
409,72.6728225605,2010,Held Hostage,"
A kidnapping victim in Colombia spends his nights listening to a radio station that plays messages from the families of the kidnapped. That and other stories of people held captive—by criminals, by paperwork, and in one man's case, his own body—and the ways they try to cope. ",https://hw2.thisamericanlife.org/radio-archives/episode/409
410,93.1341805578,2010,Social Contract,"
Richard Ravitch has helped fix three governmental crises, including when New York City nearly went bankrupt in 1975. What's changed, to make it so much harder for him to solve the state's current financial crisis? ",https://hw2.thisamericanlife.org/radio-archives/episode/410
411,44.7218369548,2010,First Contact,"
Stories of first encounters with unknown and distant beings: Girls, foreigners and perhaps even aliens. Including a story by comedian Mike Birbiglia about his first kiss. ",https://hw2.thisamericanlife.org/radio-archives/episode/411
412,54.010979281,2010,Million Dollar Idea,"
Back in the 1980s Michael Larson made the most money ever on the game show Press Your Luck. And it was no accident—Larson had a plan to get rich that surprised everyone: The home viewers, the show's producers and mostly Larson himself. ",https://hw2.thisamericanlife.org/radio-archives/episode/412
413,60.9568946062,2010,Georgia Rambler,"
In the 1970s a reporter named Charles Salter wrote a column for the Atlanta Journal called ""Georgia Rambler."" He'd get into his car, head out to some small town, and ask around until he found a story. This week, nine of us go to Georgia to try it out for ourselves, in small towns all over the state. ",https://hw2.thisamericanlife.org/radio-archives/episode/413
414,98.1683318196,2010,Right to Remain Silent,"
Stories about people who have the right to remain silent... but choose not to exercise that right—including police officer Adrian Schoolcraft, who secretly recorded his supervisors telling officers to manipulate crime statistics and make illegal arrests. The Village Voice series that broke Schoolcraft's story, written by Graham Rayman, is here. ",https://hw2.thisamericanlife.org/radio-archives/episode/414
415,88.4560260586,2010,Crybabies,"
Crybabies are annoying. They whine, they complain, sometimes they ruin it for the rest of us. But being a crybaby can be a
really effective tactic. We have stories of crybabies in sports, in politics, on Wall Street, on the streets of California, including a new story by David Sedaris. ",https://hw2.thisamericanlife.org/radio-archives/episode/415
416,53.2009626955,2010,Iraq After Us,"
Operation Iraqi Freedom is over. And the next chapter of Iraq is being written now. But what actually happened there the last seven years? Producer Nancy Updike and reporter Larry Kaplow spent a month in Iraq talking to Iraqis and Americans about the war that tore the country apart, and what's happening as we try to put it back together. ",https://hw2.thisamericanlife.org/radio-archives/episode/416
417,95.9571802756,2010,This Party Sucks,"
A show for this year's midterm elections. Two best friends in Michigan, both political novices, get tired of yelling at their TVs and take matters into their own hands. They form a Tea Party chapter to effect political change. But when push comes to shove and they have to choose a candidate, their ideologies, their principles and their friendship explode. ",https://hw2.thisamericanlife.org/radio-archives/episode/417
418,57.1999112492,2010,Toxie,"
In January 2010, reporters from Planet Money bought a toxic asset—you know, the things that blew up wall street banks, sank the economy and brought the global financial system to a halt—one of those. And ""Toxie"" turned out to be an encyclopedia of the financial crisis.
",https://hw2.thisamericanlife.org/radio-archives/episode/418
419,33.3914749809,2010,Petty Tyrant,"
In Schenectady, NY, a school maintenance man named Steve Raucci works his way up the ranks for 30 years, until finally he's in charge of the maintenance department. That's when he starts messing with his employees. Teasing them at meetings. Punishing them with crummy work assignments. Or worse things, like secretly slashing their tires in the middle of the night. ",https://hw2.thisamericanlife.org/radio-archives/episode/419
420,53.0835054588,2010,Neighborhood Watch,"
It’s amazing just how much drama can take place in the mini-universe of a neighborhood. This week we bring you stories of neighbors watching out for each other, for better and worse, including a story from CBC's WireTap. ",https://hw2.thisamericanlife.org/radio-archives/episode/420
421,35.1374783255,2010,Last Man Standing,"
Is it stubbornness? Tenacity? Survival of the fittest? This week, stories about people who feel compelled to keep going, especially when everyone else has given up. ",https://hw2.thisamericanlife.org/radio-archives/episode/421
422,86.7491699366,2010,Comedians of Christmas Comedy Special,"
The holidays are stressful so we booked a seasonal pick-me-up: an hour of comedy. Including comedians Wyatt Cenac, Mike Birbiglia, Julian McCullough, Jenny Slate, Gabe Liedman and Edith Zimmerman. Musical guests: Dave Hill and Doug Gillard. ",https://hw2.thisamericanlife.org/radio-archives/episode/422
423,69.2863595303,2011,The Invention of Money,"
Five reporters stumbled on what seems like a basic question: What is money? The unsettling answer they found: Money is fiction. ",https://hw2.thisamericanlife.org/radio-archives/episode/423
424,10.6786427146,2011,Kid Politics,"
What if, say, the U.S.-led invasion of Grenada in 1983 had been decided, not by Ronald Reagan, but by a bunch of middle-schoolers? And what if every rule at your high school had been determined, not by teachers and administrators, but entirely by teenagers? This week, stories about whether, when it comes to governing, kids do any better than grown-ups. ",https://hw2.thisamericanlife.org/radio-archives/episode/424
425,72.5023562677,2011,Slow To React,"
This week we have stories where people's reactions move very slowly, including the story of a wedding 17 years in the making, and what it's like
when you have a terminal illness that's supposed to kill you in a year or two, and it decides to take its time. Note: The story in Act One isn’t suitable for children, and we’d like to note a trigger warning to survivors of abuse. ",https://hw2.thisamericanlife.org/radio-archives/episode/425
426,47.7399553571,2011,Tough Room 2011,"
This week we bring you backstage with comedy writers at The Onion. They start with over 600 potential headlines for their fake-news newspaper each week, and over the course of two days, in the very tough room that is their editorial conference room, they select 16 to go in the paper. Plus other people speaking their minds in very tough rooms. ",https://hw2.thisamericanlife.org/radio-archives/episode/426
427,96.4653450131,2011,Original Recipe,"
The formula for Coca-Cola is one of the most jealously guarded trade secrets in the world. Locked in a vault in Atlanta. Supposedly unreplicable. But we think we may have found the original recipe. And to see if the formula actually might be Coke, we made a batch. Or, anyway, we asked the folks at Jones Soda and Sovereign Flavors to whip up some up, to see if it tastes like Coke. The recipe is here. ",https://hw2.thisamericanlife.org/radio-archives/episode/427
428,34.7907193657,2011,Oh You Shouldn't Have,"
Stories about the perils of giving and receiving gifts: Ones that go over spectacularly well in spite of being in poor taste, and ones that flop even with the best intentions. Including what happens when—surprise!—your whole past gets laid out for a live TV audience. ",https://hw2.thisamericanlife.org/radio-archives/episode/428
429,31.0598111228,2011,Will They Know Me Back Home?,"
Stories of people who've grown so accustomed to wartime that the lives they've left behind no longer make sense. Including a US battalion going home on leave after 15 months of deployment, and an Iraqi translator's story of life after the gig is up. ",https://hw2.thisamericanlife.org/radio-archives/episode/429
430,26.6029723992,2011,Very Tough Love,"
This week: A drug court program that we believe is run differently from every other drug court in the country, doing some things that are contrary to the very philosophy of drug court. The result? People with offenses that would get minimal or no sentences elsewhere sometimes end up in the system five to ten years. (Transcript.) ",https://hw2.thisamericanlife.org/radio-archives/episode/430
431,33.0028328612,2011,See No Evil,"
When things are awkward or uncomfortable or distressing, a lot of times it's easier to not think about it. This week we have stories of people pretending that everything is okay and ignoring the awful stuff that's staring them straight in the face. Including a story of deceit and intrigue involving commemorative spoons from the Kennedy Center. ",https://hw2.thisamericanlife.org/radio-archives/episode/431
432,89.8974668275,2011,Know When To Fold ‘Em,"
When is it time to walk away, and when is it time to run? This week we have the story of an entire country deciding whether to give up on just one of its citizens, when to hold 'em in order to win nearly a million dollars in poker, and a new story from Dave Dickerson. ",https://hw2.thisamericanlife.org/radio-archives/episode/432
433,38.3025448908,2011,Fine Print 2011,"
Stories where the fine print changes everything, whether you read it or not. ",https://hw2.thisamericanlife.org/radio-archives/episode/433
434,41.3835956918,2011,This Week,"
This week we're trying something we've never tried before: An hour of stories about...this week. We take a crack at major news events, like what's happening in Egypt; and at the most minor, like an 8-year-old who's finally taking the training wheels off her bike. The stories are united by one thing: They all happened in the seven days prior to broadcast.
",https://hw2.thisamericanlife.org/radio-archives/episode/434
435,50.7479716024,2011,How To Create a Job,"
It seems like every politician has a plan for putting people back to work. But we and the Planet Money team couldn’t help but wonder…how do you create a job? Can politicians truly create many jobs? Is it possible the whole thing is just well-intentioned hot air? ",https://hw2.thisamericanlife.org/radio-archives/episode/435
436,54.7861223352,2011,The Psychopath Test,"
Recently we heard about this test that could determine if someone was a psychopath. So, naturally, our staff decided to take it. This week we hear the results. Plus Jon Ronson asks the question: is this man a psychopath? ",https://hw2.thisamericanlife.org/radio-archives/episode/436
437,78.6772948063,2011,Old Boys Network,"
Stories about standing up to the man—or, really, the men. Nurses at
a small Texas hospital report a well-connected doctor for dangerous
medical practices, and find themselves under arrest. Plus...how political
operators in Chicago get to be judges. ",https://hw2.thisamericanlife.org/radio-archives/episode/437
438,82.5485755156,2011,Father's Day 2011,"
Yes yes yes you've heard it all before, when it comes to stories of fathers and their children. There's the story of the kid who idolizes his dad, but then learns something and becomes disappointed. Or the opposite story, where the kid gives up on his dad when he's still young, and then much later comes to have a grudging respect. This week for fathers day: surprising stories of fathers trying to be good dads. ",https://hw2.thisamericanlife.org/radio-archives/episode/438
439,71.6648557286,2011,A House Divided,"
Stories about people who find themselves either unexpectedly being singled out or doing the singling out. Including one story about nine public officials whose constituents are trying to throw them out of office, and another story about a man's very physical battle with himself. ",https://hw2.thisamericanlife.org/radio-archives/episode/439
440,26.6483201468,2011,Game Changer,"
A professor in Pennsylvania makes a calculation, to discover that his state is sitting atop a massive reserve of
natural gas—enough to revolutionize how America gets its energy. But another professor in Pennsylvania does a different calculation and reaches a troubling conclusion: that getting natural gas out of the ground poses a risk to public health. Two men, two calculations, and two very different consequences. (Transcript)
",https://hw2.thisamericanlife.org/radio-archives/episode/440
441,66.196509682,2011,When Patents Attack!,"
Why would a company rent an office in a tiny town in East Texas, put a nameplate on the door, and leave it completely empty for a year? The answer involves a controversial billionaire physicist in Seattle, a 40 pound cookbook, and a war waging right now, all across the software and tech industries. (Transcript)
",https://hw2.thisamericanlife.org/radio-archives/episode/441
442,18.8559322034,2011,Thugs,"
Like a lot of Mexican towns, Florencia has had its share of problems dealing with drug gangs. That is until recently, when new narcos rolled into
town telling residents that they were there to liberate them. They promised that people would live in peace and tranquility. And so far, it's working. As long as the narcos are on the streets with guns, people feel safe. That and other stories of thugs. ",https://hw2.thisamericanlife.org/radio-archives/episode/442
443,69.9502023031,2011,Amusement Park,"
We head to some of the happiest places on Earth: Amusement Parks! Jonathan Goldstein revisits one he worked at as a teen, Ira takes us behind the scenes at Worlds of Fun in Kansas City, where the staff so loves their jobs they make music videos and other videos. ",https://hw2.thisamericanlife.org/radio-archives/episode/443
444,4.06504065041,2011,Gossip,"
This week, Sarah Koenig hosts, as we tackle the thing we all hate to love: Gossip. That's right; we've got rumor, we've got innuendo, and we've got a story of gossipers gone pro. Sarah even makes a compelling case that in some places, gossip could very well be saving lives. But you didn't hear it from us. ",https://hw2.thisamericanlife.org/radio-archives/episode/444
445,48.1545809813,2011,Ten Years In,"
In this show, we return to people who've been on This American Life in the last ten years, whose lives were drastically altered by 9/11, including Hyder Akbar, an Afghan-American teen who moved to Afghanistan after his father was tapped to become governor of Kunar province there. ",https://hw2.thisamericanlife.org/radio-archives/episode/445
446,88.0428316478,2011,Living Without (2011),"
Stories of people living without. Nubar Alexanian explains what fish can do for him that his own ears cannot. Bobby Morris, on leaving baseball. And other stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/446
447,94.8712255773,2011,The Incredible Case of the P.I. Moms,"
What do you get when you take a private investigation firm, toss in a bunch of sexy soccer moms, then add official sponsorship from Glock firearms, a lying boss, and delusions of grandeur? This week's show. That's what you get.
Pete Crooks' original article and book about the P.I. Moms. ",https://hw2.thisamericanlife.org/radio-archives/episode/447
448,78.1174018757,2011,Adventure!,"
Sometimes you choose the adventure and sometimes the adventure chooses you. This week, stories that pinpoint when people's boring old lives turn into something wildly unfamiliar. Including a story of one young man's time served in a Chinese prison, and a handful of adventure stories from some of our favorite writers. ",https://hw2.thisamericanlife.org/radio-archives/episode/448
449,53.0348394121,2011,Middle School,"
This week, at the suggestion of a 14-year-old listener, we bring you stories from the awkward, confusing, hormonally charged world of middle school. Including a teacher who transforms peer pressure into a force for good, and reports from the frontlines of the middle school dance.",https://hw2.thisamericanlife.org/radio-archives/episode/449
450,100.0,2011,So Crazy It Just Might Work,"
A few years ago a cancer researcher named Jonathan Brody gave a speech at his alma mater saying that people in his field really needed to think outside the box to find a cure. Afterward he was approached by his old orchestra teacher, who had something way out of the box—a theory that he could kill cancer cells with electromagnetic waves. And other stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/450
451,32.8226907326,2011,Back to Penn State,"
In the wake of the recent news, listeners have contacted us and tweeted about the show we did two years ago at Penn State, #1 Party School. We listen again to some of those stories, with new interviews recorded this past week, as Penn State fans and loyalists try to make sense of the actions of Coach Joe Paterno and school officials. ",https://hw2.thisamericanlife.org/radio-archives/episode/451
452,72.9500471254,2011,Poultry Slam 2011,"
We bring you our sort-of-annual holiday tradition: The Poultry Slam! Stories of what happens when humans and fowl collide, including the tale of one notorious turkey who unleashed a long reign of terror on an unsuspecting neighborhood. ",https://hw2.thisamericanlife.org/radio-archives/episode/452
453,58.9101239669,2011,Nemeses,"
This week, stories where a longtime standoff keeps both sides coming back for more. Including a story about the time in Poland's recent history where the country's two political blocks came together and believed, however briefly, they'd be able to set aside their differences. And another story about a college rivalry gone viral, and personal. ",https://hw2.thisamericanlife.org/radio-archives/episode/453
454,99.4116736337,2012,Mr. Daisey and the Apple Factory,"
NOTE: This American Life has retracted this story because we learned that many of Mike Daisey's experiences in China were fabricated. ",https://hw2.thisamericanlife.org/radio-archives/episode/454
455,54.7036792245,2012,Continental Breakup,"
If you're like us, when the words ""European debt crisis"" pop up in the news you feel a little worried, and a little like taking a nap. Turns out, there's a story behind this story. One that's filled with guilt, and drama, and betrayal, and 100-year-old dreams come true. Alex Blumberg of Planet Money guest hosts. ",https://hw2.thisamericanlife.org/radio-archives/episode/455
456,93.8082471595,2012,Reap What You Sow,"
Alabama's new immigration law aims to make life so difficult for illegal immigrants that they will ""self-deport."" And in a way it's working. Immigrants are fleeing Alabama...but not just the undocumented ones. This and other stories of people living with the unintended consequences of their decisions. ",https://hw2.thisamericanlife.org/radio-archives/episode/456
457,73.0501392758,2012,What I Did For Love,"
Love makes us do crazy things. But not this crazy. This week for Valentine's Day we have stories of people going to extremes as they fall in love, chase love down, and try to make sense of it—including a teenager who falls for an undercover cop, and epic tales of snooping. ",https://hw2.thisamericanlife.org/radio-archives/episode/457
458,89.142488717,2012,Play the Part,"
Stories of people who decide to flip their personalities and do the exact opposite of what they normally do. ",https://hw2.thisamericanlife.org/radio-archives/episode/458
459,74.6622901149,2012,What Kind of Country,"
All across the country right now, local and state governments are finding they can't pay their bills. Schools are losing teachers, street lights are going dark, garbage is piling up in public parks, and cops are suddenly an optional expense. ",https://hw2.thisamericanlife.org/radio-archives/episode/459
460,96.1496746204,2012,Retraction,"
We've discovered that one of our most popular episodes contained numerous fabrications. This week, we detail the errors in Mike Daisey's story about visiting Foxconn, which makes iPads and other products for Apple in China. Marketplace's China correspondent Rob Schmitz discovered the fabrications. Transcript. Press Release. ",https://hw2.thisamericanlife.org/radio-archives/episode/460
461,79.3380264295,2012,Take the Money and Run for Office,"
For anyone who has ever heard the term ""Washington insider"" and felt outside — we are with you. So this week, we go inside the rooms where the deals get made, to the actual moment that the checks change hands — and we ask the people writing and receiving the checks what, exactly, is the money buying?
",https://hw2.thisamericanlife.org/radio-archives/episode/461
462,86.3997687527,2012,Own Worst Enemy,"
Stories of people who can’t seem to stop getting in their own way — sabotaging everything from their romantic relationships to their physical health. Featuring a new radio drama by Jonathan Mitchell. ",https://hw2.thisamericanlife.org/radio-archives/episode/462
463,99.7710291637,2012,Mortal Vs. Venial,"
Religion makes it pretty clear what differentiates mortal sins from venial ones. Mortal are the really bad sins and venial the lesser ones. But in our everyday lives, it can be really difficult to determine just how bad we've been. This week we have stories of people trying to figure out that question. ",https://hw2.thisamericanlife.org/radio-archives/episode/463
464,78.9981447124,2012,Invisible Made Visible,"
The radio version of an episode we did live on stage and beamed to movie theaters. David Sedaris, Tig Notaro, Ryan Knighton, and the late David Rakoff, in his final performance on the show.
The other half of this two-hour show was visual, including dancers, animation, and more. You can download video of the entire show. ",https://hw2.thisamericanlife.org/radio-archives/episode/464
465,11.8111387224,2012,What Happened At Dos Erres,"
In 1982, the Guatemalan military massacred the villagers of Dos Erres, killing more than 200 people. Thirty years later, a Guatemalan living in the US got a phone call from a woman who told him that two boys had been abducted during the massacre — and he was one of them. ProPublica's print version: Finding Oscar. ",https://hw2.thisamericanlife.org/radio-archives/episode/465
466,49.0849242923,2012,Blackjack,"
Stories about the casino game everyone thinks they can beat. In one, a woman gambles away her inheritance and then sues the casino, saying they're to blame. In another, Christians join forces to take down casinos — by becoming professional card-counting blackjack players. Plus: MIT Blackjack Team member Andy Bloch teaches us to count cards. ",https://hw2.thisamericanlife.org/radio-archives/episode/466
467,98.2851543361,2012,Americans in China,"
It used to be that the American expats in China were the big shots. They had the money, the status, the know-how. But that's changed. What's it like to be an American living in China now? And what do they understand about China that we don't? ",https://hw2.thisamericanlife.org/radio-archives/episode/467
